Text;Status
ide brilian kalau boleh usul juga pelaksana konversinya ESEMKA group bonus motormu gak bakal kena etilang seumur hidup karena dapat langsung disematkan teknologi stealth;positif
Gue berharap cepu ke etilang elektronik bisa dapat duit biar para perokok kena tilanh gue dapat duit;positif
Yang dipermasalahkan pengendara bukan pada tilang manual atau etilang tapi keadilan dalam menilang pelanggar dan tidak adanya pungutan rokok maupun uang;positif
Kena ETILANG gak ya;positif
Masyarakat yg lucu Teriak2 korupsi teriak2 pungli mereka sendiri korupsi Lawan arah pakai plat palsu atau dicopot biar gk kena etilang nerobos lampu merah itu juga bentuk korupsi;positif
sejak etilang wo tambah wakeh ta curanmor;positif
Aku kmrn bayar seko toped nder lewat web e etilang kejaksaan buat bayar e Udh dikasih kodenya kan;positif
pak Kirim Etilang ke Mobil ODOL karena membahayakan dan merusak jalan;positif
Garek ngnteni etilang e ae mbak hehe;positif
gile itu ada etilang daerah situ juga gak difungsiin buat kelompok Nusantara;positif
Diluar konteks bang tapi ngomong2 dgn adanya Etilang yg bertujuan utk menekan angka pungli malah petugas pada banyak yg ngilang dipersimpangan kenapa yabukannya tetap lalin hrs dijaga diatur dan diperhatikan jika ada pengendara yg lama lantaspengayomnya enak dpt gaji buta;positif
Karena skrng polisi udh ngk bisa nilang ditempat kendaraan udh pada tertib di beberapa titik yang ada eTilang nya;negatif
Etilang sdh berlaku utk menghilangkan pungli dilapangan namun bukan berarti petugas pada ngilang dibelikan perempatan Harus tetap standby berjaga jika ada laka lantas mengatur lalin mengurai kemacetan Kalo ga ada lagi jadi makan gaji buta dong;positif
Dulu gak percaya ada etilang Akhirnya dapat juga kiriman surat cinta dari polda wkwk;positif
Pernah kena tilang Habis dibuatin surat tilang saya bilang mau bayar pakai etilang Kata bapaknya ndak bisa Lalu saya tanya nama beliau untuk mengkonfirmasi ke akun TMC Polda Metro Jaya Eh langsung dibilang bisa;positif
biar bs byr etilang HHAHAHAHAHAHAHAHAHAHAHAHAH;positif
jol etilang;positif
wkwkwk tujuan cctv itu buat bukti di persidangan nanti makanya rekaman cctv etilang disebarkan di medsos kalau mau bandingin apple to apple dong gmn si anda;negatif
Gmn sih Ga paham Kalau naik kerena ga boleh foto2 Pelanggar bakal difoto kyk etilang gitu kah;positif
Kan etilang bisa dari hp petugas bisa jadi bukti pelanggaran;positif
Akibat dari Kapolri meniadakan tilang manual pelanggaran lalu lintas meningkatdi jln bnyak yg nga pake helem lalu lintas semaraut  masyarakat Indonesia belom sadar hukum dan nga takut ma etilang;positif
kena etilang gk y;positif
dips Di lampu merah patung kuda ada camera etilang ga;positif
Imbas polisi ga boleh tilang ya begini ini Etilang blm efektif bikin sim msh bisa nembak Selesai sudah jalanan awut2an;positif
berkabar ya kalo ada yg kena etilang;positif
Etilang juga nih;positif
stnk karena etilang aja yg katanya 3hari kerja sampe sekarang udah 2minggu ga dateng dateng;positif
He rek duwe foto sing motor ketilang tapi lagi cul2an tangan 2 ambe nge fagyu etilang e gak nek onok drop dong;positif
WASPADA MODUS PENIPUAN ETLE ETILANG lewat YouTube;positif
Jangan sampe dikirim etilang keruma;positif
Cek gk knek etilang;positif
Mau kena etilang u;positif
Lampu merah ko ditrobos bisa ga nih klo di etilang sepeda nanti suratnya kirim kmn tuh kira2;positif
First time dapet etilang jadi waswas soalnya w kalau lewat ronggowasito selalu nrabas lampu;positif
Bawa motor sambil merokok atau HPan kalau ketemu mereka di jalan berasa ketemu teroris krn sangat membahayakan Sialnya yg kyk gitu sering banget ane temui Semoga di Surabaya masif jg yg kena etilang krn pelanggaran itu;negatif
Hari ini ngakakin videonya sejeong kontul sama video2 pak pol etilang manual jd fotografer pake hp;negatif
Disitu emang udah mulai lumayan teges sab Banyak yg udah dapet etilang;negatif
Iyah bang paham kalo potensi plat palsu di etilang itu Cuma maksudnya ini lagi bahas spesifik ke etilang dengan face recognition bukan etilang biasa yg pake plat Jadi balasan bukan di kualitas kamera sih tapi blabla itu ga relevant Maksudnya gt;positif
Ini beneran nanya krn gak tau skrg kan adanya etilang ya Jdi misal ada orang yg gk punya sim jadi aman gak sih;positif
Cara Mengecek Status eTilang Jika Anda Melakukan Pelanggaran Lalu Lintas Muncul Tulisan Berikut;positif
Wah setuju eTilang IndiHomeJBN;positif
Apakah nantinya etilang berlaku di sepanjang jalan ini apalagi jika ada rambu dilarang parkir;positif
Skrg dilarang tilang manual karna ada etilang masyarakat lepasin Plat atau Nomor kendaraan Tak terduga;negatif
Ini point ku sih terlepas dr etilang tanpa kamera jg harus belajar tertib tp pulici jg harus kasi tau dimana letak etilang biar kita bs lebih aware ayoo zhar demo minta list titik etilang;positif
sumber penyebab utama knp masy gk patuh ya karena uji sim nya bobrok kalo cm make etilang ya gk menghilangkan penyebab dan cm menyingkirkan gejala ibarat sakit gigi cm dikasih paracetamol biar gk nyeri klo paracetamol abis ya gigi nya nyeri lagi wong kudu dicabut giginya;positif
Oh gituu skrng balik lg ke realita nya udh ada belum dijalan desa Dikota aja etilang belum menyeluruh terlepas dr dimana etilang ada kalo gamau d tilang tertib lalu lintas aja topiknya kan bahas berita diatas soal warga yg lepas nopol;positif
Nggak bro Cek mandiri via web etilang Nanti dicari pakai code atau nomor tilangnya;positif
keknya bakal kena etilang nih;positif
Kok sampe skg cek nomor blangko di etilang belum ditemukan ya;negatif
simcard baru saya mulai aktif 4okt2022 Tp inbox sms sy sdh mendptkan sms dr 5Sept2021 dan Etilang 24Mar2021 Mhn klarifikasi knp XL tidak melakukan pembersihan data ke seluruh pihak terkait jika menjual kembali simcard expired;positif
F30 320i emg agak lambat tp ini mah ngebut takut kena etilang;negatif
Ternyata tiap kota beda mas belum semuanya nerapin etilang kemaren sengaja milih kantor pos krn bisa bayar pake qris wkwk;positif
Ndes cara ngecek kita kena etilang atau engga ki ng ndi to Jagajaga surat cintane dikirim ke rumah soale posisi stnk atas nama ibuku;positif
Emang udah peraturan baru ygy Biar kl difoto etilang lebih mudah dibaca Semua kendaraan yg per tahun ini perpanjang 5 tahun bakal diganti plat putih Dah ga item lagi;positif
Iya diganti plat putih semua Biar pas di foto pas etilang plat kendaraan mu jelas;positif
Kalo kena etilang keliatan lebih jelas;positif
buat pulici yg duduk standby buat ngefoto fotoin etilang saya doain bapak kefoto balik pas ngga pake helm;positif
barusan kena etilang yang hasil foto tilang nya kek di foto pake kamera hape dari belakang itu pulici cita citanya jadi fotografer apa yak;positif
Rapopo dudu difoto etilang kok;positif
Apa apaan ada etilang sekitar kampus;positif
min takok iki mobil wes tak lapor jual 2019 di samsat kacuk kok iso wingi aku oleh surat etilang dengan nama pemilik ga berubah tapi nomer kendaraan e ganti Atau mungkin follower tau kenapa Plat nomor tak sensor;positif
Bener apalagi kalo pake etilang aku gak perlu repot dateng sidang tinggal bayar dan beres STNK dikirim ke rumah;negatif
Beli mobil seken pas mau balik nama suruh bayar dulu etilang pemilik lama hmm;positif
Sahabat polri kalau misalnya kna Etilang pake beking ga;positif
Etilang atau wanipiro;negatif
fungsi CCTV  etilang max speed;positif
keblokir pasti etilang ehee;positif
Ini loophole parah lebih kasian yg motornya udah dijual sampe ke tangan ke 3 tapi gk dibalik nama pemilik pertamanya bingung kena etilang terus;negatif
Sosoan ngurusin data ga berguna surat etilang aja nyasar gegara plat palsu Tolol;positif
Etilang sangat rawan manipulasi;positif
Gue juga pernah dapet etilang Guenya di Solo eh pelanggarannya foto Selasa siang di Purworejo Gue gak pernah ke Purworejo;positif
Bukti belum bisa tepat sasaran nya etilang Krn di lapangan Banyak kasus kayak gini Identitas plat berbeda sama identitas motor;positif
Dari awal etle etlean ini yang kepikiran ya soal alamat pengiriman surat etilang ini lah wong beli motor dari siapa tau juga gak langsung balik nama ckckck Ngelanggar di Yojo surat etilang dikirim ke Lamongan;positif
Nanti kena etilang yg bayar ente;positif
bukti kalo etilang belum siap diterapkan di negara yang apa apa harus fotocopy KTP dulu;positif
makanya pak eTilang itu belum siap diterapkan Beresiko besar error in persona dan amp error in objecto;positif
sekitaran semarang daerah mana aja ya yg banyak polisi + etilang dips mau masang knalpot racing lgi biar ga ngantuk soalnya sekarang dibalikin ke standar;negatif
Polantas kita udah pada malas kerja Lebih baik main scatter Kan udah ada eTilang Kalau komandan butuh duit baru kita operasi;positif
ada etilang keknya;positif
min kenapa ya saya gabisa bayar denda di etilang dari kemaren;positif
Ada etilang terkirim ke rmh saya Padahal mobil sdh dijual dan sdh lapor jual Bagaimana ya apa yg harus dilakukan;negatif
ndes ono seng tau keno etilang rakk;positif
males etilang gabisa di suap padahalkan gua pengen latihan jadi koruptor;positif
Lampu merah dimana etilang hanya prank belaka;positif
halo min saya mau bayar etilang dari kemarin sudah dicoba pake bank BRI dan bank lainnya tetapi nomor BRIVA saya dianggap tidak valid mohon arahannga karena besok sudah harus ambil STNK ke kejaksaan saya gamau denda lg kalau yang bermasalah itu bukan dari saya;negatif
Mau cerita sedikit bang pas kemarin sarapan di deket Polsek Ada ibu tanya ke polisi cara urus pembayaran etilang Pas dikasih liat etilangnya pak polisi ini kaget wkwkwk kok bisa dapat etilang yo pdhl gowo helm kabeh Polisi iki ada sedikit banget yg baik dan amp bnyk bgt yg jahat;negatif
Belakangan ini jalur motor ku melewati lampu merah yang ada cctv etilang Terus tadi ada 2 motor yang terobos lampu merah dan blitznya nyala di setiap motor Tapi pas udah lampu ijo kenapa blitznya berulangulang ya Kan bikin cemas;positif
Niatnya biar kebaca kamera etilang Tapi kalau catnya gk rapih gini ya pusing jg itu aplikasinya;positif
Laah emang etilang sekarang ditilang SIM nya Hahahaha Semakin membuat Lo bodoh liberal kampung Hahaha Udah lah Mending Lo banyakin literasi baru mention gw Kalau ga kita meet up diskusi offline Gw di Jakarta Lo tentuin tempatnya;positif
Oon Lo memandang hukum kayak gitu Lo juga ga bayar pajak juga ga di tangkap Gw di etilang sampai sekarang ga diurus juga ga apa masih bawa mobil bebas Ah Lo piyik cara befikit Lo Pantes atheis sama sekular Lo mau dibegoin sama atheis;positif
Selama ini nyetir gapunya SIM untung gapernah kena tilang Bapake kalo nyetir suka gak sabaran sih dapet surat cinta yg pertama kan dari pak pulici mau pakdenya jendral kalo kena etilang juga udah gabisa ditawar coy;positif
kena etilang di tol dalkot resiko plat D ngebut di jkt giliran plat B seseruduk di bdg mah aman;positif
Selalu ada pertama kali dalam hidup kena etilang misalnya;positif
mau nanya pak klo ditilang terus no register surat tilang nya tidak ditemukan di etilang itu bayarnya gmn;positif
pak saya ditilang terus saya mau bayar denda tp saya cek di etilang no register tidak ditemukan itu gmn ya trmksh;negatif
Kok mendadak Akeh motor plate do Raono Yo apik kui menghindari etilang;positif
ada orang ketok pintu kirain paket iyh paket surat etilang;positif
Coba di aplikasi etilang non barangkali bisa bayar online;negatif
kalo ditilang sm silpo di jalan kasi aja gocap kl dia masi kekeh ya minta sidang aja harga sidang jg ga semahal yg ditulis kok kalo etilang ya wasalam wkwkwkwkw;positif
Dikira gaada polisi jebulnya kena cctv etilang awokwkwkwk;negatif
kamera etilang;positif
Berlomba2 msk jalur transjakarta Coba ada etilang 500k sekali masuk jalur Apa gunanya jalur transjakarta dibedakan;positif
Tapi bukan dengan cara begini pakPolisikatanya ETILAnGkopolisigayanya bukan mengatur malah sebaliknya;negatif
Kmrn baru aja ngalamin ini gua tetep sidang dan skrng pake etilang lgsg ada harga bayar di kantor pos kena 100;positif
Anjir sih abis ngurusin etilang bokap begitu sampe twitter buka DM isinya kak emang krucils pada mau kesini Gue cuma hah kata siapa msh santai Belum liat keributan di tl;positif
Btw temen ku ada 2 orang dapet etilang anjir ketarketir kalo dapet gimana;positif
[menandatangani etilang];positif
werengnya lagi ngurusin duit etilang;positif
Kenapa kalau ada kasus cctv pada rusak kalau etilang cctv kok gak rusak2;positif
Gua pagi pagi buta pernah kena etilang karena gapake sabuk terang bgt cctvnya bahkan kaka gua pun pernah kena limit speed di tol juga ketangkep sama cctv;positif
Teman IRSMM hadirnya tilang elektronik nasional ini bertujuan untuk meningkatkan rasa disiplin berkendara di masyarakat serta meminimalisir adanya oknumoknum yang melakukan pemerasan saat melakukan penindakan pelanggaran lalu lintas;positif
Catat Surat Tilang Elektronik Resmi Hanya Dikirim Lewat 5 Nomor Ini;positif
Terpopuler Pembunuhan Wanita Dalam Koper Harta Pj Gubernur DKI hingga Nomor Tilang Elektronik;negatif
Ingat Surat Tilang Elektronik Resmi Hanya Dikirim dari 5 Nomor Ini;positif
Direktorat Lalu Lintas Polda Metro Jaya membuat inovasi baru berkaitan dengan penilangan menggunakan kamera tilang elektronik atau ETLE berkaitan surat konfirmasi penilangan;negatif
Ada CCTV milik kepolisian gak sih di setiap area pintu kereta Biar langsung tilang elektronik untuk pengendara yg modelan kya begini selain bahayain diri sendiri Ini juga bahayain orang lain yang mau nolong pengendara yang otak gak di pake;negatif
Direktorat Lalu Lintas Polda Metro Jaya mencatat ratusan kendaraan buruh terkena tilang elektronik atau Electronic Traffic Law Enforcement ETLE saat;negatif
Sejumlah peserta aksi Hari Buruh Internasional atau May Day di Surabaya tertangkap Electronic Traffic Law Enforcement ETLE alias tilang elektronik;negatif
abis capek nonton kcc malah dapet surat cinta alias tilang elektronik ada yg pernah ketilang nerobos lampu merah kendaraan mobil gaa dendanya brp sih;positif
Setuju bang VAR hanya sbg alat utk justifikasi pengambilan keputusan jd ga full keyakinan wasit Analoginya kayak tilang elektronik apakah alatnya bisa tau misalnya mobil pindah jalur terlarang krn ada sesuatu didepannya Kl diliat dr full kejadian mungkin kakinya Ridho itu;positif
Cara Cek Tilang Elektronik ETLE dan Biaya Dendanya;negatif
Ini jawaban yg pernah saya terima dari mereka  Pemilik bertanggung jawab sepenuhnya atas kendaraan yg dimiliki maka nama pemilik sebaiknya adalah nama yg menguasai langsung kendaraan tersebut Contoh kasus  tilang elektronik bukti pelanggaran akan dikirim ke alamat pemilik;positif
Bapakku kemarin habis 1 jt kena tilang elektronik katanya nrabas lampu merah pdhl enggak anjir Badut emangg;positif
Nyoba nipu AI di selfdriving car pake kaos berlogo stop Yang kayak gini namanya adversarial attack Kalo di Jakarta kali ibarat nyoba pake kaos bermotif seat belt buat nipu kamera tilang elektronik tapi mending jangan dicoba;positif
Setiap hari rute gua selalu sama DARI AWAL GUA BILANG SEPENGALAMAN GUA Selama itu gua cuma liat beberapa kali yang kayak gitu karena keadaan yang udah gua jelasin Maksudnya sekarang kan ada tilang elektronik Manfaatin lah di tempattempat yang potensi kaya gitu;positif
Nerpesnya berharihari sejak dapat surat tilang elektronik eh prosesnya ga sampai 15 menit capek akuu Akan kujalani semuanya sambil Ya Allah Ya Allah;positif
Pemilik ke5 kena tilang elektronik Surat tilang dikirim ke pemilik pertamakarna masih atas nama pemilik pertama;positif
ngapain diskresi goblog tinggal kasih CCTV tilang elektronik kelar kok masalah tilang jg jgn pelit2 langsung 50 juta atau penjara 2 tahun ribet amet otak2 lu orang;positif
